# L2_basket_weight,L2_pyramidal_weight,L5_basket_weight,L5_pyramidal_weight,L6_basket_weight,L6_pyramidal_weight
6.687871670421459630e-04,7.570249758546796371e-04,9.858265546251754070e-04,2.944056363960257348e-03,8.229917185275525829e-04,9.138468985061063820e-04
